Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
10 13 0 -1.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.84 12.13 9.72 11.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
11 13 0 -1.00 |  5 2 700.00 3290.70 49615.64 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.43 13.00 10.78 12.49 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
12 13 0 -1.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  15.58 13.86 11.82 13.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
13 13 0 -1.00 |  5 2 680.00 3196.68 23796.31 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  16.30 14.99 13.10 14.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
14 13 0 -1.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  17.25 15.67 13.88 15.66 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
15 13 0 -1.00 |  5 2 660.00 3102.66 11413.02 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  18.52 16.94 15.32 17.06 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
16 13 0 -1.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  19.91 17.88 16.35 18.56 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
17 13 0 -1.00 |  5 2 640.00 3008.64 5473.82 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  21.09 19.05 17.62 19.82 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
18 13 0 -1.00 |  5 2 630.00 2961.63 3790.85 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  23.56 21.00 19.71 22.43 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
19 13 0 -1.00 |  5 2 620.00 2914.62 2625.32 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  32.47 21.71 20.47 31.65 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
20 13 0 -1.00 |  5 2 610.00 2867.61 1818.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  68.50 22.98 21.81 68.08 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
21 13 0 -1.00 |  5 2 600.00 2820.60 1259.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  86.08 24.42 23.31 85.72 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
22 13 1 -1.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 -1 -1 -1.00 |  85.48 -1.00 -1.00 -1.00 |  173.50 90.00 126.50 75.00 221.50 30.00
23 13 1 -1.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  93.56 -1.00 -1.00 -1.00 |  173.50 65.00 126.50 65.00 221.50 26.00
23 13 1 20.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.29 -1.00 -1.00 -1.00 |  289.50 6075.00 313.50 2509.00 266.50 567.00
24 13 1 21.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.05 -1.00 -1.00 -1.00 |  290.50 6361.00 314.50 2213.00 267.50 610.00
25 13 1 22.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  12.75 -1.00 -1.00 -1.00 |  292.50 6562.00 315.50 1925.00 268.50 670.00
26 13 1 23.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.90 -1.00 -1.00 -1.00 |  292.50 6538.00 316.50 1691.00 269.50 848.00
27 13 1 24.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.87 -1.00 -1.00 -1.00 |  293.50 6713.00 317.50 1453.00 269.50 984.00
28 13 1 25.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.45 -1.00 -1.00 -1.00 |  294.50 6834.00 318.50 1189.00 270.50 1072.00
29 13 1 26.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.46 -1.00 -1.00 -1.00 |  295.50 6878.00 272.50 1214.00 319.50 1016.00
30 13 1 27.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.04 -1.00 -1.00 -1.00 |  296.50 6991.00 272.50 1322.00 320.50 846.00
31 13 1 28.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.36 -1.00 -1.00 -1.00 |  297.50 6828.00 273.50 1603.00 321.50 728.00
32 13 1 29.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.17 -1.00 -1.00 -1.00 |  298.50 6781.00 274.50 1817.00 322.50 531.00
33 13 1 30.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.73 -1.00 -1.00 -1.00 |  299.50 6678.00 275.50 1986.00 323.50 435.00
34 13 1 31.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.87 -1.00 -1.00 -1.00 |  300.50 6616.00 276.50 2138.00 324.50 363.00
35 13 1 32.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.17 -1.00 -1.00 -1.00 |  301.50 6317.00 277.50 2504.00 325.50 274.00
36 13 1 33.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.86 -1.00 -1.00 -1.00 |  302.50 6176.00 278.50 2745.00 326.50 192.00
37 13 1 34.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.21 -1.00 -1.00 -1.00 |  303.50 5941.00 279.50 3021.00 327.50 149.00
38 13 1 35.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.28 -1.00 -1.00 -1.00 |  304.50 5630.00 280.50 3327.00 256.50 135.00
39 13 1 36.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.27 -1.00 -1.00 -1.00 |  305.50 5397.00 281.50 3563.00 257.50 150.00
40 13 1 37.00 |  5 2 -1.00 -1.00 0.00 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.54 -1.00 -1.00 -1.00 |  306.50 5123.00 282.50 3823.00 258.50 179.00
40 13 1 37.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.54 -1.00 -1.00 -1.00 |  306.50 5123.00 282.50 3823.00 258.50 179.00
41 13 1 38.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.71 -1.00 -1.00 -1.00 |  307.50 4792.00 283.50 4138.00 259.50 213.00
42 13 1 39.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.71 -1.00 -1.00 -1.00 |  284.50 4491.00 308.50 4398.00 260.50 225.00
43 13 1 40.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.56 -1.00 -1.00 -1.00 |  285.50 4819.00 309.50 4073.00 261.50 254.00
44 13 1 -1.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.48 -1.00 -1.00 -1.00 |  286.50 5215.00 310.50 3677.00 262.50 318.00
44 13 1 41.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.48 -1.00 -1.00 -1.00 |  286.50 5215.00 310.50 3677.00 262.50 318.00
45 13 1 42.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.66 -1.00 -1.00 -1.00 |  287.50 5197.00 311.50 3732.00 263.50 334.00
46 13 1 43.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.35 -1.00 -1.00 -1.00 |  288.50 5694.00 312.50 3099.00 264.50 397.00
47 13 1 44.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.14 -1.00 -1.00 -1.00 |  289.50 5874.00 312.50 2853.00 265.50 438.00
48 13 1 45.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.99 -1.00 -1.00 -1.00 |  290.50 6211.00 313.50 2502.00 266.50 458.00
49 13 1 46.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.00 -1.00 -1.00 -1.00 |  291.50 6326.00 314.50 2250.00 267.50 563.00
50 13 1 47.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.85 -1.00 -1.00 -1.00 |  292.50 6497.00 315.50 1961.00 268.50 678.00
51 13 1 48.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.80 -1.00 -1.00 -1.00 |  293.50 6647.00 316.50 1693.00 269.50 807.00
52 13 1 49.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.63 -1.00 -1.00 -1.00 |  293.50 6748.00 317.50 1488.00 270.50 883.00
53 13 1 50.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  12.41 -1.00 -1.00 -1.00 |  295.50 6891.00 318.50 1222.00 271.50 1037.00
54 13 1 40.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.51 -1.00 -1.00 -1.00 |  285.50 4823.00 309.50 4116.00 261.50 242.00
55 13 1 40.00 |  5 2 700.00 3290.70 49615.64 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  13.85 -1.00 -1.00 -1.00 |  285.50 5700.00 309.50 2786.00 261.50 610.00
56 13 1 40.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  14.58 -1.00 -1.00 -1.00 |  285.50 5991.00 309.50 1861.00 261.50 1196.00
57 13 1 40.00 |  5 2 680.00 3196.68 23796.31 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  15.72 -1.00 -1.00 -1.00 |  285.50 5351.00 261.50 2372.00 309.50 1062.00
58 13 1 40.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  16.72 -1.00 -1.00 -1.00 |  285.50 4323.00 261.50 3542.00 309.50 616.00
59 13 1 40.00 |  5 2 660.00 3102.66 11413.02 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  17.57 -1.00 -1.00 -1.00 |  261.50 4451.00 285.50 2992.00 237.50 770.00
60 13 1 40.00 |  5 2 650.00 3055.65 7903.97 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  18.66 -1.00 -1.00 -1.00 |  261.50 4513.00 285.50 1773.00 237.50 1550.00
61 13 1 40.00 |  5 2 640.00 3008.64 5473.82 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  19.67 -1.00 -1.00 -1.00 |  261.50 3757.00 237.50 2103.00 285.50 961.00
62 13 1 40.00 |  5 2 630.00 2961.63 3790.85 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  20.70 -1.00 -1.00 -1.00 |  261.50 2614.00 237.50 2140.00 213.50 611.00
63 13 1 40.00 |  5 2 620.00 2914.62 2625.32 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  21.71 -1.00 -1.00 -1.00 |  237.50 1682.00 261.50 1462.00 213.50 638.00
64 13 1 40.00 |  5 2 610.00 2867.61 1818.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  22.82 -1.00 -1.00 -1.00 |  237.50 1040.00 261.50 729.00 213.50 521.00
65 13 1 40.00 |  5 2 600.00 2820.60 1259.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  24.54 -1.00 -1.00 -1.00 |  237.50 560.00 261.50 376.00 213.50 313.00
66 13 1 40.00 |  5 2 590.00 2773.59 872.00 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  25.15 -1.00 -1.00 -1.00 |  237.50 287.00 261.50 208.00 213.50 168.00
67 13 1 40.00 |  5 2 580.00 2726.58 603.90 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  26.50 -1.00 -1.00 -1.00 |  237.50 165.00 261.50 114.00 213.50 113.00
68 13 1 40.00 |  5 2 570.00 2679.57 418.22 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  25.30 -1.00 -1.00 -1.00 |  237.50 111.00 213.50 76.00 261.50 62.00
69 13 1 40.00 |  5 2 560.00 2632.56 289.64 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  25.80 -1.00 -1.00 -1.00 |  237.50 61.00 213.50 48.00 261.50 27.00
70 13 1 40.00 |  5 2 550.00 2585.55 200.59 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 -1.00 |  34.20 -1.00 -1.00 -1.00 |  237.50 32.00 213.50 29.00 189.50 16.00
71 13 0 -1.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  13.84 11.85 9.35 11.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
72 13 0 -1.00 |  5 2 700.00 3290.70 49615.64 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  14.64 12.49 10.13 12.74 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
73 13 0 -1.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  14.97 13.30 11.14 13.12 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
74 13 0 -1.00 |  5 2 680.00 3196.68 23796.31 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  15.93 14.48 12.52 14.20 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
75 13 0 -1.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  17.34 15.75 13.97 15.77 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
76 13 0 -1.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  14.11 12.30 9.91 12.12 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
77 13 0 -1.00 |  5 2 700.00 3290.70 49615.64 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  14.30 12.90 10.63 12.35 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
78 13 0 -1.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  14.88 13.87 11.78 13.01 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
79 13 0 -1.00 |  5 2 680.00 3196.68 23796.31 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  15.78 14.62 12.66 14.04 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
80 13 0 -1.00 |  5 2 670.00 3149.67 16479.92 70.00 30.00 0.00 | -1 -1 -1 -1 -1 120 1 -1 -1.00 |  16.64 15.20 13.35 15.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
81 13 1 -1.00 |  5 2 550.00 2585.55 200.59 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 -1.00 |  86.32 -1.00 -1.00 -1.00 |  189.50 10.00 213.50 9.00 237.50 8.00
83 13 1 -1.00 |  5 2 560.00 2632.56 289.64 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 -1.00 |  49.97 -1.00 -1.00 -1.00 |  237.50 26.00 213.50 18.00 189.50 17.00
85 13 1 -1.00 |  5 2 570.00 2679.57 418.22 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 -1.00 |  60.27 -1.00 -1.00 -1.00 |  261.50 66.00 237.50 66.00 213.50 62.00
87 13 1 -1.00 |  5 2 580.00 2726.58 603.90 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 -1.00 |  51.13 -1.00 -1.00 -1.00 |  237.50 115.00 213.50 97.00 261.50 89.00
89 13 1 -1.00 |  5 2 590.00 2773.59 872.00 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 -1.00 |  29.42 -1.00 -1.00 -1.00 |  237.50 126.00 213.50 118.00 261.50 83.00
91 13 1 -1.00 |  5 2 600.00 2820.60 1259.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 -1.00 |  27.92 -1.00 -1.00 -1.00 |  237.50 499.00 261.50 335.00 213.50 271.00
93 13 1 -1.00 |  5 2 610.00 2867.61 1818.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 -1.00 |  24.29 -1.00 -1.00 -1.00 |  237.50 806.00 261.50 616.00 213.50 417.00
95 13 1 -1.00 |  5 2 630.00 2961.63 3790.85 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 -1.00 |  21.22 -1.00 -1.00 -1.00 |  261.50 2366.00 237.50 1582.00 285.50 572.00
97 13 1 40.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 0.96 |  13.99 -1.00 -1.00 -1.00 |  308.50 3130.00 285.50 2746.00 261.50 139.00
99 13 1 40.00 |  5 2 550.00 2585.55 200.59 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 0.96 |  98.41 -1.00 -1.00 -1.00 |  213.50 47.00 237.50 39.00 189.50 28.00
103 13 1 40.00 |  5 2 600.00 2820.60 1259.14 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  29.28 -1.00 -1.00 -1.00 |  237.50 242.00 261.50 208.00 213.50 201.00
107 13 1 40.00 |  5 2 620.00 2914.62 2625.32 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  26.42 -1.00 -1.00 -1.00 |  237.50 953.00 261.50 727.00 213.50 563.00
109 13 1 40.00 |  5 2 640.00 3008.64 5473.82 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  24.80 -1.00 -1.00 -1.00 |  261.50 2062.00 237.50 1590.00 285.50 1027.00
111 13 1 40.00 |  5 2 660.00 3102.66 11413.02 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  17.93 -1.00 -1.00 -1.00 |  261.50 1502.00 285.50 1122.00 237.50 241.00
113 13 1 40.00 |  5 2 680.00 3196.68 23796.31 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  15.46 -1.00 -1.00 -1.00 |  285.50 2112.00 261.50 649.00 309.50 564.00
115 13 1 40.00 |  5 2 700.00 3290.70 49615.64 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  15.08 -1.00 -1.00 -1.00 |  285.50 1609.00 309.50 1579.00 261.50 143.00
117 13 1 40.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.03 -1.00 -1.00 -1.00 |  309.50 2123.00 285.50 1197.00 332.50 103.00
119 13 1 41.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.96 -1.00 -1.00 -1.00 |  310.50 2040.00 286.50 1281.00 262.50 85.00
121 13 1 39.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.07 -1.00 -1.00 -1.00 |  308.50 2139.00 284.50 1094.00 331.50 127.00
123 13 1 39.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  16.50 -1.00 -1.00 -1.00 |  284.50 1830.00 308.50 1195.00 260.50 291.00
125 13 1 40.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  15.95 -1.00 -1.00 -1.00 |  285.50 1831.00 309.50 1151.00 261.50 298.00
126 13 1 20.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.06 -1.00 -1.00 -1.00 |  313.50 1783.00 289.50 1532.00 266.50 102.00
129 13 1 22.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.20 -1.00 -1.00 -1.00 |  291.50 1703.00 315.50 1411.00 267.50 117.00
130 13 1 24.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.47 -1.00 -1.00 -1.00 |  293.50 1852.00 317.50 1348.00 269.50 171.00
133 13 1 26.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.80 -1.00 -1.00 -1.00 |  295.50 2136.00 319.50 1152.00 271.50 226.00
134 13 1 28.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.37 -1.00 -1.00 -1.00 |  297.50 2147.00 321.50 859.00 273.50 253.00
137 13 1 30.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.63 -1.00 -1.00 -1.00 |  299.50 2328.00 323.50 687.00 275.50 352.00
138 13 1 32.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.09 -1.00 -1.00 -1.00 |  301.50 2455.00 325.50 570.00 277.50 452.00
141 13 1 34.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.07 -1.00 -1.00 -1.00 |  303.50 2291.00 279.50 1083.00 327.50 72.00
142 13 1 36.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.30 -1.00 -1.00 -1.00 |  305.50 2074.00 281.50 1284.00 257.50 56.00
145 13 1 38.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.99 -1.00 -1.00 -1.00 |  307.50 2325.00 283.50 899.00 331.50 193.00
149 13 1 38.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.60 -1.00 -1.00 -1.00 |  307.50 1734.00 283.50 1563.00 259.50 74.00
151 13 1 40.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.92 -1.00 -1.00 -1.00 |  285.50 1734.00 308.50 1533.00 261.50 100.00
153 13 1 42.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.92 -1.00 -1.00 -1.00 |  287.50 1983.00 310.50 1316.00 263.50 148.00
156 13 1 44.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.19 -1.00 -1.00 -1.00 |  288.50 2044.00 312.50 939.00 265.50 147.00
158 13 1 46.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.28 -1.00 -1.00 -1.00 |  290.50 2230.00 314.50 682.00 267.50 215.00
160 13 1 48.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  13.34 -1.00 -1.00 -1.00 |  292.50 2237.00 316.50 576.00 268.50 276.00
162 13 1 50.00 |  5 2 710.00 3337.71 71642.88 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  12.88 -1.00 -1.00 -1.00 |  294.50 2365.00 270.50 411.00 318.50 409.00
164 13 1 20.00 |  5 2 690.00 3243.69 34360.86 70.00 30.00 0.00 | -1 -1 -1 -1 -1 -1 1 -1 1.60 |  14.59 -1.00 -1.00 -1.00 |  289.50 2061.00 265.50 662.00 313.50 349.00
167 13 0 -1.00 |  5 2 550.00 2585.55 200.59 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  115.73 4032.23 74619.19 115.42 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
168 13 0 -1.00 |  5 2 570.00 2679.57 418.22 70.00 30.00 0.00 | -1 -1 -1 -1 -1 75 1 -1 1.60 |  31.98 35.19 34.41 31.14 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
