Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
1195 13 0 -1.00 |  1 2 790.00 3713.79 9832.52 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.34 12.10 9.67 10.01 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1198 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.67 11.28 8.64 9.18 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1201 13 0 -1.00 |  1 2 810.00 3807.81 17548.97 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.30 10.79 8.00 8.69 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1204 13 0 -1.00 |  1 2 820.00 3854.82 23444.72 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  10.64 10.31 7.30 7.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1217 13 1 16.00 |  1 2 760.00 3572.76 4123.67 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.80 -1.00 -1.00 -1.00 |  322.50 5500.00 299.50 2533.00 346.50 842.00
1222 13 1 21.00 |  1 2 770.00 3619.77 5509.07 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.66 -1.00 -1.00 -1.00 |  326.50 6107.00 303.50 2491.00 350.50 694.00
1223 13 1 25.00 |  1 2 780.00 3666.78 7359.90 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.03 -1.00 -1.00 -1.00 |  331.50 6420.00 307.50 2436.00 355.50 591.00
1228 13 1 29.00 |  1 2 790.00 3713.79 9832.52 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.09 -1.00 -1.00 -1.00 |  335.50 6873.00 311.50 2144.00 358.50 486.00
1229 13 1 33.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.39 -1.00 -1.00 -1.00 |  339.50 7175.00 315.50 1966.00 362.50 348.00
1234 13 1 37.00 |  1 2 810.00 3807.81 17548.97 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.83 -1.00 -1.00 -1.00 |  342.50 7429.00 319.50 2052.00 366.50 192.00
1237 13 1 8.00 |  1 2 680.00 3196.68 406.38 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.99 -1.00 -1.00 -1.00 |  291.50 205.00 315.50 188.00 268.50 100.00
1238 13 1 16.00 |  1 2 700.00 3290.70 725.31 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.85 -1.00 -1.00 -1.00 |  299.50 648.00 276.50 363.00 323.50 268.00
1243 13 1 25.00 |  1 2 720.00 3384.72 1294.53 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  18.37 -1.00 -1.00 -1.00 |  307.50 2135.00 283.50 1331.00 330.50 533.00
1244 13 1 8.00 |  1 2 740.00 3478.74 2310.45 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  16.84 -1.00 -1.00 -1.00 |  315.50 3951.00 291.50 2531.00 338.50 681.00
1247 13 1 0.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.99 -1.00 -1.00 -1.00 |  331.50 7553.00 355.50 1571.00 307.50 546.00
1248 13 1 4.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.00 -1.00 -1.00 -1.00 |  331.50 2013.00 355.50 822.00 307.50 80.00
1249 13 1 8.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.84 -1.00 -1.00 -1.00 |  331.50 1498.00 355.50 1332.00 307.50 57.00
1250 13 1 12.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.38 -1.00 -1.00 -1.00 |  355.50 1684.00 331.50 1161.00 378.50 25.00
1251 13 1 16.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.78 -1.00 -1.00 -1.00 |  355.50 2086.00 331.50 699.00 378.50 90.00
1252 13 1 20.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.09 -1.00 -1.00 -1.00 |  355.50 2277.00 331.50 416.00 378.50 188.00
1253 13 1 24.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.08 -1.00 -1.00 -1.00 |  355.50 2273.00 378.50 399.00 331.50 216.00
1254 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 180 4 -1 2.00 |  12.06 11.67 9.13 9.66 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1255 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 170 4 -1 2.00 |  12.00 11.82 9.32 9.59 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1256 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 160 4 -1 2.00 |  11.98 11.66 9.08 9.57 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1257 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 150 4 -1 2.00 |  12.24 11.95 9.50 9.89 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1258 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 140 4 -1 2.00 |  12.42 12.14 9.73 10.11 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1259 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 130 4 -1 2.00 |  12.55 12.18 9.76 10.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1260 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 120 4 -1 2.00 |  12.42 11.95 9.45 10.11 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1261 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 110 4 -1 2.00 |  12.43 12.11 9.66 10.12 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1262 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 100 4 -1 2.00 |  12.24 11.94 9.48 9.89 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1263 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 90 4 -1 2.00 |  12.18 12.02 9.58 9.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1264 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 80 4 -1 2.00 |  12.28 12.09 9.63 9.94 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1265 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 70 4 -1 2.00 |  12.33 12.27 9.88 10.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1266 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 150 -1 -1 4 -1 2.00 |  12.52 12.29 9.88 10.23 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1267 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 160 -1 -1 4 -1 2.00 |  12.09 11.80 9.27 9.71 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1268 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 170 -1 -1 4 -1 2.00 |  12.31 12.08 9.66 9.97 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1269 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 180 -1 -1 4 -1 2.00 |  12.12 11.88 9.39 9.75 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1270 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 190 -1 -1 4 -1 2.00 |  12.16 11.93 9.45 9.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1271 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 200 -1 -1 4 -1 2.00 |  12.02 11.92 9.42 9.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1272 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 210 -1 -1 4 -1 2.00 |  12.18 12.06 9.59 9.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1273 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 220 -1 -1 4 -1 2.00 |  12.07 11.93 9.45 9.67 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1274 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 230 -1 -1 4 -1 2.00 |  12.07 11.99 9.52 9.68 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1275 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 240 -1 -1 4 -1 2.00 |  12.17 12.06 9.62 9.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1276 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 250 -1 -1 4 -1 2.00 |  12.19 11.93 9.47 9.83 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1277 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 140 -1 -1 4 -1 2.00 |  12.05 11.93 9.45 9.65 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1278 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 130 -1 -1 4 -1 2.00 |  12.18 12.06 9.63 9.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1279 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 120 -1 -1 4 -1 2.00 |  12.18 11.87 9.39 9.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1280 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 110 -1 -1 4 -1 2.00 |  12.00 11.83 9.33 9.59 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1281 13 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 100 -1 -1 4 -1 2.00 |  12.09 11.91 9.41 9.70 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1282 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 50 -1 4 -1 2.00 |  17.28 12.16 9.71 15.70 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1283 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 60 -1 4 -1 2.00 |  15.24 12.00 9.57 13.42 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1284 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 70 -1 4 -1 2.00 |  17.98 11.78 9.23 16.47 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1285 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 80 -1 4 -1 2.00 |  18.08 12.23 9.86 16.58 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1286 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 90 -1 4 -1 2.00 |  16.70 12.52 10.19 15.06 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1287 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 100 -1 4 -1 2.00 |  19.86 12.31 9.93 18.50 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1288 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 110 -1 4 -1 2.00 |  19.15 12.32 9.94 17.73 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1289 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 120 -1 4 -1 2.00 |  17.95 12.34 9.96 16.44 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1290 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 130 -1 4 -1 2.00 |  19.13 12.53 10.20 17.72 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1291 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 140 -1 4 -1 2.00 |  27.26 13.97 11.95 26.28 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1292 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 150 -1 4 -1 2.00 |  76.17 16.93 15.27 75.78 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1293 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 160 -1 4 -1 2.00 |  46.61 22.66 992629.38 46.02 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1294 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 170 -1 4 -1 2.00 |  81.80 16053.94 980.39 81.43 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1295 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 180 -1 4 -1 2.00 |  120.74 2415.88 3191.25 120.44 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1296 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 190 -1 4 -1 2.00 |  147.71 263.00 263.04 147.42 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1297 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 200 -1 4 -1 2.00 |  18.93 7258.16 5439.21 17.49 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1298 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 100 -1 -1 4 -1 2.00 |  16.33 12.23 9.81 14.65 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1299 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 110 -1 -1 4 -1 2.00 |  17.13 12.18 9.76 15.54 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1300 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 120 -1 -1 4 -1 2.00 |  17.52 11.90 9.45 15.97 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1301 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 130 -1 -1 4 -1 2.00 |  16.31 12.27 9.87 14.63 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1302 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 140 -1 -1 4 -1 2.00 |  17.11 12.19 9.79 15.52 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1303 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 150 -1 -1 4 -1 2.00 |  18.28 12.13 9.70 16.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1304 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 160 -1 -1 4 -1 2.00 |  17.35 12.03 9.54 15.78 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1305 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 170 -1 -1 4 -1 2.00 |  18.68 12.05 9.60 17.23 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1306 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 180 -1 -1 4 -1 2.00 |  17.64 12.05 9.59 16.10 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1307 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 190 -1 -1 4 -1 2.00 |  19.02 12.15 9.75 17.60 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1308 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 200 -1 -1 4 -1 2.00 |  19.50 11.83 9.31 18.12 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1309 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 210 -1 -1 4 -1 2.00 |  17.96 12.15 9.71 16.45 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1310 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 220 -1 -1 4 -1 2.00 |  16.92 11.78 9.26 15.31 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1311 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 230 -1 -1 4 -1 2.00 |  19.10 12.29 9.87 17.68 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1312 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 240 -1 -1 4 -1 2.00 |  18.22 11.75 9.25 16.73 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1313 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 250 -1 -1 4 -1 2.00 |  20.78 12.14 9.70 19.49 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1314 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 70 4 -1 2.00 |  19.85 12.38 10.03 18.49 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1315 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 80 4 -1 2.00 |  17.83 12.27 9.85 16.30 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1316 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 90 4 -1 2.00 |  20.04 12.54 10.21 18.70 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1317 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 100 4 -1 2.00 |  20.07 12.38 9.96 18.72 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1318 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 110 4 -1 2.00 |  19.61 12.49 10.14 18.24 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1319 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 120 4 -1 2.00 |  19.13 12.34 9.94 17.71 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1320 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 130 4 -1 2.00 |  20.59 12.44 10.15 19.29 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1321 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 140 4 -1 2.00 |  17.29 12.40 10.05 15.71 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1322 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 150 4 -1 2.00 |  18.48 12.53 10.20 17.01 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1323 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 160 4 -1 2.00 |  18.45 12.27 9.85 16.98 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1324 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 170 4 -1 2.00 |  18.55 11.99 9.56 17.09 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1325 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 -1 -1 -1 180 4 -1 2.00 |  18.53 11.96 9.47 17.07 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1326 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 100 -1 -1 -1 -1 -1 4 -1 2.00 |  21.45 12.04 9.57 20.20 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1327 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 110 -1 -1 -1 -1 -1 4 -1 2.00 |  19.57 12.10 9.63 18.19 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1328 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 120 -1 -1 -1 -1 -1 4 -1 2.00 |  19.32 12.10 9.63 17.92 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1329 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 130 -1 -1 -1 -1 -1 4 -1 2.00 |  19.77 12.25 9.84 18.41 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1330 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 140 -1 -1 -1 -1 -1 4 -1 2.00 |  19.27 12.22 9.79 17.86 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1331 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 150 -1 -1 -1 -1 -1 4 -1 2.00 |  18.50 12.35 9.94 17.04 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1332 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 160 -1 -1 -1 -1 -1 4 -1 2.00 |  18.68 12.08 9.65 17.23 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1333 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 170 -1 -1 -1 -1 -1 4 -1 2.00 |  18.28 12.10 9.66 16.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1334 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 180 -1 -1 -1 -1 -1 4 -1 2.00 |  23.54 12.10 9.67 22.40 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1335 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 190 -1 -1 -1 -1 -1 4 -1 2.00 |  19.13 12.15 9.76 17.72 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1336 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | 200 -1 -1 -1 -1 -1 4 -1 2.00 |  18.72 12.15 9.73 17.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1337 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 100 -1 -1 -1 4 -1 2.00 |  21.67 12.17 9.76 20.43 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1338 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 110 -1 -1 -1 4 -1 2.00 |  19.92 12.07 9.60 18.56 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1339 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 120 -1 -1 -1 4 -1 2.00 |  18.98 12.35 9.96 17.55 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1340 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 130 -1 -1 -1 4 -1 2.00 |  19.06 12.21 9.78 17.64 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1341 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 140 -1 -1 -1 4 -1 2.00 |  17.95 12.25 9.84 16.43 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1342 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 150 -1 -1 -1 4 -1 2.00 |  18.16 12.24 9.89 16.67 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1343 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 160 -1 -1 -1 4 -1 2.00 |  18.28 11.89 9.37 16.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1344 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 170 -1 -1 -1 4 -1 2.00 |  20.58 12.04 9.63 19.27 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1345 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 180 -1 -1 -1 4 -1 2.00 |  18.15 12.26 9.87 16.66 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1346 211 0 -1.00 |  1 2 800.00 3760.80 13135.86 45.00 15.00 40.00 | -1 -1 190 -1 -1 -1 4 -1 2.00 |  21.17 12.24 9.80 19.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
